ItemId,Item,Category,Tier,Rarity,How to Obtain,Where to Find / Source,Crafted At,Recipe Unlocked By,Notes / Primary Use,Source Section,Referenced In
AMO_PISTOL,AMO_PISTOL — Pistol Rounds,Ammo,1,Common,Crafted; POI salvage; faction loot,Armory / wrecks / faction stockpiles,ST_ARMORY_BENCH,TECH_AMMO_T1,"Batch 30; damage x1.0; AP +0.0; noise x1.0; kick x1.0. Standard pistol ammunition. Affordable, common, and adequate against unarmored threats.",v1.2 Armory Integration; Items/Loot weapon tables; Crafting Guidebook; v8 optics/sniper patch,Recipe Output: RC_AMO_PISTOL | Ammo Stats | Salvage/Grind | Combat math
AMO_SMG,AMO_SMG — SMG Rounds,Ammo,1,Common,Crafted; POI salvage; faction loot,Armory / wrecks / faction stockpiles,ST_ARMORY_BENCH,TECH_AMMO_T1,"Batch 30; damage x1.0; AP +0.0; noise x1.0; kick x1.0. Standard SMG rounds optimized for high-rate fire. Balanced damage, low armor penetration, and heavy consumption pressure.",v1.2 Armory Integration; Items/Loot weapon tables; Crafting Guidebook; v8 optics/sniper patch,Recipe Output: REC_017 | Ammo Stats | Salvage/Grind | Combat math
AMO_SUBSONIC_PISTOL,AMO_SUBSONIC_PISTOL — Subsonic Pistol Rounds,Ammo,1,Uncommon,Crafted; POI salvage; faction loot,Armory / wrecks / faction stockpiles,ST_ANVIL_FORGE,TECH_AMMO_PISTOL,"Batch 18; damage x0.92; AP +0.0; noise x0.78; kick x0.98. Lower-report pistol ammunition for suppressed work. Damage falls slightly, but noise control can prevent a bad fight from becoming a raid magnet.",v1.2 Armory Integration; Items/Loot weapon tables; Crafting Guidebook; v8 optics/sniper patch,Recipe Output: RC_AMO_SUBSONIC_PISTOL | Ammo Stats | Salvage/Grind | Combat math
AMO_RIFLE,AMO_RIFLE — Rifle Rounds,Ammo,1,Uncommon,Crafted; POI salvage; faction loot,Armory / wrecks / faction stockpiles,ST_ARMORY_BENCH,TECH_AMMO_T1,Batch 20; damage x1.0; AP +0.04; noise x1.0; kick x1.05. Intermediate rifle ammunition used for patrol carbines. Strong general performance and widely supported.,v1.2 Armory Integration; Items/Loot weapon tables; Crafting Guidebook; v8 optics/sniper patch,Recipe Output: RC_AMO_RIFLE | Ammo Stats | Salvage/Grind | Combat math
AMO_DMR,AMO_DMR — DMR Rounds,Ammo,2,Rare,Crafted; POI salvage; faction loot,Armory / wrecks / faction stockpiles,ST_ANVIL_FORGE / ST_ARMORY_BENCH,TECH_AMMO_RIFLE / TECH_AMMO_T2,Batch 20 / 12; damage x1.05; AP +0.06; noise x1.05; kick x1.1. High-velocity rifle ammunition tuned for precision. Better range stability and armor pressure with a sharper recoil impulse.,v1.2 Armory Integration; Items/Loot weapon tables; Crafting Guidebook; v8 optics/sniper patch,Recipe Output: RC_AMO_DMR / REC_018 | Ammo Stats | Salvage/Grind | Combat math
AMO_SHOTGUN,AMO_SHOTGUN — Shotgun Shells,Ammo,1,Uncommon,Crafted; POI salvage; faction loot,Armory / wrecks / faction stockpiles,ST_ARMORY_BENCH,TECH_AMMO_T1,"Batch 12; damage x1.0; AP +0.02; noise x1.1; kick x1.15. Shotgun shells loaded for close-range stopping power. Effective in tight spaces, but loud and poor at distance.",v1.2 Armory Integration; Items/Loot weapon tables; Crafting Guidebook; v8 optics/sniper patch,Recipe Output: RC_AMO_SHOTGUN | Ammo Stats | Salvage/Grind | Combat math
AMO_SNIPER,AMO_SNIPER — Sniper Rounds,Ammo,3,Epic,Crafted; POI salvage; faction loot,Armory / wrecks / faction stockpiles,ST_ARMORY_BENCH,TECH_AMMO_T3,"Batch 8; damage x1.1; AP +0.1; noise x1.1; kick x1.12. Full-power precision ammunition intended for long shots and hard targets. Loud report and heavy recoil, but excellent penetration.",v1.2 Armory Integration; Items/Loot weapon tables; Crafting Guidebook; v8 optics/sniper patch,Recipe Output: RC_AMO_SNIPER | Ammo Stats | Salvage/Grind | Combat math
ATT_SUPPRESSOR,ATT_SUPPRESSOR — Suppressor,Attachment,2,Rare,Crafted; POI salvage; faction loot,Armory / wrecks / faction stockpiles,ST_ARMORY_BENCH,TECH_MUZZLE_T1,"Slot Muzzle; zoom 1x; spread x1.0; noise x0.62; recipe RC_ATT_SUPPRESSOR. Large noise reduction; slight vertical kick increase from backpressure. Critical for stealth hunts, but still not silent.",v1.2 Armory Integration; Items/Loot weapon tables; Crafting Guidebook; v8 optics/sniper patch,Recipe Output: RC_ATT_SUPPRESSOR | Attachment Stats | Salvage/Dismantle | Combat math
ATT_COMPENSATOR,ATT_COMPENSATOR — Compensator,Attachment,2,Uncommon,Crafted; POI salvage; faction loot,Armory / wrecks / faction stockpiles,ST_ARMORY_BENCH,TECH_MUZZLE_T1,"Slot Muzzle; zoom 1x; spread x1.0; noise x1.06; recipe RC_ATT_COMPENSATOR. Cuts vertical kick and improves follow-up control, but makes the weapon slightly louder.",v1.2 Armory Integration; Items/Loot weapon tables; Crafting Guidebook; v8 optics/sniper patch,Recipe Output: RC_ATT_COMPENSATOR | Attachment Stats | Salvage/Dismantle | Combat math
ATT_VERTICAL_GRIP,ATT_VERTICAL_GRIP — Vertical Grip,Attachment,1,Uncommon,Crafted; POI salvage; faction loot,Armory / wrecks / faction stockpiles,ST_CAMP_WORKBENCH / ST_ARMORY_BENCH,TECH_GRIP_T1 / TECH_ACCESSORIES_T0,Slot Underbarrel; zoom 1x; spread x0.92; noise x1.0; recipe RC_ATT_VERTICAL_GRIP / REC_021. Best early handling attachment. Reduces horizontal drift and moving spread; cheap enough to give to militia rifles.,v1.2 Armory Integration; Items/Loot weapon tables; Crafting Guidebook; v8 optics/sniper patch,Recipe Output: RC_ATT_VERTICAL_GRIP / REC_021 | Attachment Stats | Salvage/Dismantle | Combat math
ATT_STOCK_PAD,ATT_STOCK_PAD — Stock Pad,Attachment,1,Uncommon,Crafted; POI salvage; faction loot,Armory / wrecks / faction stockpiles,ST_ARMORY_BENCH,TECH_ACCESSORIES_T0,Slot Stock; zoom 1x; spread x1.0; noise x1.0; recipe RC_ATT_STOCK_PAD. Better shoulder weld; reduces kick and makes high-recoil weapons less punishing for average soldiers.,v1.2 Armory Integration; Items/Loot weapon tables; Crafting Guidebook; v8 optics/sniper patch,Recipe Output: RC_ATT_STOCK_PAD | Attachment Stats | Salvage/Dismantle | Combat math
ATT_EXT_MAG,ATT_EXT_MAG — Extended Magazine,Attachment,2,Rare,Crafted; POI salvage; faction loot,Armory / wrecks / faction stockpiles,ST_ARMORY_BENCH,TECH_MAGAZINES_T1,Slot Magazine; zoom 1x; spread x1.0; noise x1.0; recipe RC_ATT_EXT_MAG. Increases magazine capacity by 35% but reloads slightly slower. Best on SMGs and carbines assigned to chokepoints.,v1.2 Armory Integration; Items/Loot weapon tables; Crafting Guidebook; v8 optics/sniper patch,Recipe Output: RC_ATT_EXT_MAG | Attachment Stats | Salvage/Dismantle | Combat math
ATT_RED_DOT,ATT_RED_DOT — Red Dot Sight,Attachment,1,Uncommon,Crafted; POI salvage; faction loot,Armory / wrecks / faction stockpiles,ST_ELECTRONICS_BENCH / ST_ARMORY_BENCH,TECH_OPTICS_T0,Slot Optic; zoom 1x; spread x0.85; noise x1.0; recipe RC_ATT_RED_DOT / REC_019. Fast aiming optic. Applies spread reduction while aiming without adding meaningful magnification delay.,v1.2 Armory Integration; Items/Loot weapon tables; Crafting Guidebook; v8 optics/sniper patch,Recipe Output: RC_ATT_RED_DOT / REC_019 | Attachment Stats | Salvage/Dismantle | Combat math
ATT_4X_SCOPE,ATT_4X_SCOPE — 4X Scope,Attachment,2,Rare,Crafted; POI salvage; faction loot,Armory / wrecks / faction stockpiles,ST_ELECTRONICS_BENCH / ST_ARMORY_BENCH,TECH_OPTICS_T1,"Slot Optic; zoom 4x; spread x0.75; noise x1.0; recipe RC_ATT_4X_SCOPE / REC_020. Mid-range optic for carbines and DMRs. Improves aimed spread, but slows target acquisition.",v1.2 Armory Integration; Items/Loot weapon tables; Crafting Guidebook; v8 optics/sniper patch,Recipe Output: RC_ATT_4X_SCOPE / REC_020 | Attachment Stats | Salvage/Dismantle | Combat math
ATT_8X_SCOPE,ATT_8X_SCOPE — 8X Scope,Attachment,3,Epic,Crafted; POI salvage; faction loot,Armory / wrecks / faction stockpiles,ST_ELECTRONICS_BENCH / ST_ARMORY_BENCH,TECH_OPTICS_T2,Slot Optic; zoom 8x; spread x0.68; noise x1.0; recipe RC_ATT_8X_SCOPE / REC_022. High-magnification optic inserted by v1.2 because the v8 patch named it but the handoff tables omitted implementation stats. Balanced between 4X and 16X.,v1.2 Armory Integration; Items/Loot weapon tables; Crafting Guidebook; v8 optics/sniper patch,Recipe Output: RC_ATT_8X_SCOPE / REC_022 | Attachment Stats | Salvage/Dismantle | Combat math
ATT_16X_SCOPE,ATT_16X_SCOPE — 16X Scope,Attachment,4,Prototype,Crafted; POI salvage; faction loot,Armory / wrecks / faction stockpiles,ST_ELECTRONICS_BENCH / ST_ARMORY_BENCH,"TECH_OPTICS_T2, TECH_POWERGRID_T1",Slot Optic; zoom 16x; spread x0.62; noise x1.0; recipe RC_ATT_16X_SCOPE / REC_023. Extreme magnification optic. Best on long-range sniper rifles; strong aimed spread reduction but slow aim time and increased sway tuning.,v1.2 Armory Integration; Items/Loot weapon tables; Crafting Guidebook; v8 optics/sniper patch,Recipe Output: RC_ATT_16X_SCOPE / REC_023 | Attachment Stats | Salvage/Dismantle | Combat math
FOD_LATTICE_TUBER,Lattice Tuber,Food,0,Common,Harvested after classification,PLT_LATTICE_BULB / quarantine or production plots,—,Food classification / farming protocols,Native tuber food source. Preserve EdibilityState and provenance; raw risk depends on toxin profile.,v1.3 full sweep recovery from Items/Food source table,
FOD_MAWCAP_CAP,Mawcap Cap,Food,0,Common,Harvested after classification,PLT_MAWCAP_BLOOM / wet or fungal biomes,—,Food classification / farming protocols,Native cap food. Cooking improves safety; preserve raw/cooked risk fields.,v1.3 full sweep recovery from Items/Food source table,
FOD_NULLMINT_NODE,Nullmint Node,Food,0,Uncommon,Harvested after classification,PLT_NULLMINT_NODES / cold or shaded biomes,—,Food classification / farming protocols,Low-mass edible harvest with research-gated safety classification.,v1.3 full sweep recovery from Items/Food source table,
FOD_COURSER_MEAT,Courser Meat Cut,Food,1,Common,Butchered,ANI_RIDGE_COURSER carcass / hunting output,Cookfire for cooked variants,Hunting + food safety protocols,Raw meat cut. Cooking improves safety and shelf life.,v1.3 full sweep recovery from Items/Food source table,
FOD_DRAY_MEAT,Dray Meat Slab,Food,1,Common,Butchered,ANI_VAULTBACK_DRAY carcass / livestock or hunting output,Cookfire for cooked variants,Hunting/husbandry + food safety protocols,Heavy raw meat slab. Cooking improves safety and shelf life.,v1.3 full sweep recovery from Items/Food source table,
FOD_FIELD_RATION,Field Ration,Food,0,Common,Crash salvage / sealed ration stores,"GalleyWreck, LuggageWreck, survivor pods, ship ration crates",—,Safe-known if FoodOriginClass=EarthSealed/ShipRation and PackageIntegrity>0.80,Early safety-floor food; should bypass Unknown food classification when packaging is intact.,v1.3 full sweep recovery from Items/Food source table,
FOD_REED_PORRIDGE,Reed Porridge,Food,0,Common,Harvested / cooked,Spiral Reed food chain / cooking output,Cookfire,Cooking + plant classification,Basic cooked food from reed harvest; should be linked to food/cooking recipes.,v1.3 full sweep recovery from Items/Food source table,
CMP_FUSE_LINK_PACK,Fuse Link Pack,Component,1,Common,Crafted,Electronics chain; emergency power repairs,ST_ANVIL_FORGE,TECH_ELECTRONICS_T0,Legacy recipe output REC_002. Keep distinct from CMP_FUSE_PACK or remap intentionally; do not silently drop.,v1.3 full sweep recovery from crafting recipe source,
